label,text
inform,vegitarian
request,what is the address and phone number
repeat,again
request,what type of food does the venue
inform,modern european
inform,english food
thankyou,thank you good bye
inform,im looking for a moderate priced restaurant that serves indian food
request,what is the address
thankyou,thank you good bye
inform,i dont care
null,unintelligible
affirm,yes
thankyou,thank you good bye
inform,world food
affirm,uh huh
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
request,address
thankyou,thank you good bye
inform,moderate
inform,any
request,may i have the address and post code
reqalts,what about chinese food
thankyou,thank you good bye
request,could i have their address and phone number please
thankyou,thank you good bye
confirm,does it serve canapes food
inform,south part of town
null,breathing
request,address
inform,indian food
request,what area is it in
inform,mediterranean
bye,good bye
thankyou,thank you goodbye
thankyou,thank you good bye
null,unintelligible
request,address
inform,brazilian
inform,cantonese food north
inform,restaurant in west part of town
request,noise can i get the address and phone number
inform,dont care
inform,what about modern european type food
request,and would you be able to tell me the phone number
inform,vietnamese food
inform,im looking for a moderately priced restaurant
thankyou,thank you good bye
inform,indonesian
request,phone number
thankyou,thank you good bye
inform,austrian food
affirm,yes
inform,dont care
thankyou,thank you goodbye
inform,im looking for a restaurant that serves
reqalts,how about french food
inform,thai food
null,how about uh
request,whats the phone number
thankyou,thank you good bye
inform,any kind
inform,moderately priced
reqalts,how about asian oriental
request,area
thankyou,thank you good bye
inform,im looking for an expensive restaurant in the south part of
inform,dont care
request,phone number
null,noise
request,what is the address
thankyou,thank you good bye
reqalts,is there anything else
affirm,yes
request,what is the area
thankyou,thank you good bye
deny,no not indian scandinavian food
thankyou,thank you good bye
inform,looking for a restaurant in the north of town
request,what is the phone number
inform,moderately
inform,just fuck every time i do it and this moron says that its indian sucks
negate,noise no im looking for a french restaurant
inform,east
inform,im looking for a restaurant that serves japanese food in the north part of town
thankyou,thank you good bye
null,sil
inform,im looking for a moderately priced restaurant
bye,okay and um thank you and good bye
thankyou,thank you good bye
inform,im looking for a restaurant in the north part of town serving indian food
inform,cheap
thankyou,thank you good bye
request,whats the address
affirm,yea
request,whats the phone number
inform,mediterranean
request,what is their address
thankyou,thank you good bye
null,cough
inform,im looking for a cheap restaurant that serves welsh food
confirm,do they serve unintelligible food
inform,asian oriental
inform,that serves takes out food
hello,halo
inform,i dont care about the price range
null,noise
inform,doesnt matter
inform,i would like to find an expensive restaurant in the south part of town
request,price range
thankyou,thank you good bye
affirm,yes mexican food
request,can i have the address
inform,asian oriental
inform,vegetarian food
request,what type of food do they serve
affirm,yes
inform,welsh
request,what is the address
request,could i have the address please
null,that serves unintelligible
thankyou,thank you good bye
inform,i dont care
affirm,noise yes
request,whats the address
inform,cheap
inform,portuguese
inform,it doesnt matter
inform,uh gastropub
inform,hungarian
inform,chinese
inform,i want to find a restaurant that serves french food
inform,european food
inform,i want a restaurant in the north part of town that serves swiss food
thankyou,thank you good bye
inform,turkish food
reqalts,how about indian food
inform,it doesnt matter
reqalts,how about indian food
reqalts,anything else
request,whats the phone number
affirm,yes
request,do you have the address
request,may i have the address
inform,im looking for a moderately priced restaurant in the south part of town
inform,im looking for a restaurant in any area that serves tuscan food
inform,what about the other moderately priced restaurant in the south part
request,what is the address and phone number
inform,i want to find a restaurant in the north part of town and it should serve
thankyou,thank you
inform,eritrean
inform,italian food
inform,i would like moroccan food
thankyou,thank you good bye
negate,no
request,whats the phone number
request,what about the address
request,what is the price range
thankyou,thank you good bye
request,whats the address
null,unintelligible
inform,i dont care
inform,dont care
request,and whats the phone number
inform,any kind of food
null,unintelligible
request,area
request,whats the phone number
inform,afghan
request,phone number
reqalts,okay what about modern european food
reqalts,how about asian oriental type of foo
negate,no
inform,an expensive restaurant in the south part of town
